,text,label
777,Hi Kate lovely see tonight ill phone tomorrow I got sing guy gave card xxx ,normal
2853,Hope hear receipt sound Gd luck ,normal
3331,The theory test going book I think 21 may Coz thought wanna go But free ,normal
4057,Hi di meeting 7 pm tonight ,normal
2250,I getting threats sales executive raised complaint Its official message ,normal
1348,Nothing much home Any super bowl plan ,normal
3420,Welcome Please reply AGE GENDER begin e g ,spam
3096,Yo hungry like ,normal
3707,Free Top ringtone sub weekly ringtone get 1st week free send 81618 3 per week stop 08718727870 ,spam
5089,What type stuff sing ,normal
1362,What dance river ,normal
4303,Good good billy mates gone Just jogging Did enjoy concert ,normal
219,Yeah I think use gt atm register Not sure anyway help let know But sure ready ,normal
609,It fine get drink Want come find ,normal
4407,Take care sleep well need learn change life need get CONVINCED wait conversations us GET CONVINCED time Your family many senses respect u role life ,normal
3222,Well must pain catch ,normal
3403,Then ask dad pick lar wan 2 stay 6 meh ,normal
636,Sweetheart hope kind day Have one loads reasons smile ,normal
2127,favor convey birthday wishes forget Today birthday ,normal
4913,You already got flaky parent It snot supposed child job support parent The Ride age anyway I supposed support And hurt unintentional But hurt nonetheless ,normal
1732,K happen tonight ,normal
3837,Went pay rent So go bank payment ,normal
390,Huh late Fr dinner ,normal
1377,Double Double 1 2 price Latest Orange Bluetooth mobiles Call latest offers 08000839402 ,spam
1504,Oh God I almost home ,normal
1245,Hello site download songs urgent ,normal
1108,No get headache trying figure U trust math I promise O ,normal
2810,someone good No drugs ,normal
3356,Brainless Baby Doll D vehicle drive ,normal
2326,The Xmas story peace The Xmas love The Xmas miracle blessed month ahead amp wish U Merry Xmas ,normal
4630,Got gas money want go grand nature adventure little bit ,normal
1215,would good I phone lunchtime shall I something ,normal
1181,You shit yet ,normal
4671,Customer service announcement We recently tried make delivery unable please call 07099833605 schedule Ref 9280114 ,spam
1289,Hey Great deal Farm tour 95 pax 50 deposit 16 May ,normal
2445,The guy selling since break I know one guy paranoid fuck like selling without I til late tonight ,normal
461,Great Never better Each day gives even reasons thank God ,normal
2931,Only 2 students solved CAT question 5 3 2 gt 9 2 4 gt 8 6 3 gt 7 2 5 Tell answer u r brilliant got ,normal
2304,Friendship poem Dear O Dear U R Not Near But I Can Hear Get Fear Live With Cheer No More Tear U R Always Dear ,normal
4185,Hmm stay like hour cos eye really sore ,normal
1608,Are freezing Are home yet Will remember kiss mom morning Do love Do think Are missing yet ,normal
3652,It issues right Ill fix tomorrow ,normal
5410,Daddy looking 4 u U wan 2 tell u wat ,normal
1213,Yeah probably sure let u know personally I bother I mite well ,normal
33,For fear fainting housework Quick cuppa ,normal
437,How long fucking take ,normal
3885,Same I great aunts anniversary party tarpon springs ,normal
5247,dear well take care dreams ,normal
5109,Oh got many responsibilities ,normal
584,So Hope showing tendencies Take care Live dream ,normal
660,Under sea lays rock In rock envelope In envelope paper On paper 3 words ,normal
1931,What pa tell I went bath ,normal
1199,Transaction reference number gt Rs DECIMAL gt credited beneficiary account gt TIME gt gt ,normal
856,Going take babe ,normal
4300,Are TA jobs available Let know please cos really need start working ,normal
1517,Our brand new mobile music service live The free music player arrive shortly Just install phone browse content top artists ,spam
4338,Just got outta class gonna go gym ,normal
3072,Somebody go steal ice ,normal
1237,Is paper e morn aft ,normal
1751,Was thinking red green n black 2 save train ,normal
3101,Even friend priest call ,normal
536,Probably gonna see later tonight ,normal
2635,battle bang ,normal
2582,3 FREE TAROT TEXTS Find love life TRY 3 FOR FREE Text CHANCE 85555 16 After 3 Free 1 50 ,spam
3307,But surprised still guess right ,normal
3757,ouch wish stayed bit longer ,normal
2370,That day say cut hair paragon called hair sense Do much hair cut ,normal
4336,Tuesday night r u 4 real ,normal
913,early Me still project meeting ,normal
2842,queen This wishing great day ,normal
417,FREE entry 250 weekly competition text word WIN 80086 NOW 18 T C co ,spam
1485,I add I really care I least get dude fuck hey money want ,normal
5367,Just trying figure I suppose see couple different people week We said get together I set dates ,normal
380,I guess worried You must know way body repairs And quite sure worry We take slow First tests guide ovulation relax Nothing said reason worry keep ,normal
31,Yeah got 2 v apologetic n fallen actin like child got caught Till 2 But go Not badly cheers You ,normal
4070,I reached home n bathe U call ,normal
543,4 mine Just bash flat plan ,normal
4424,Just saw message k ,normal
3968,Thanks message I really appreciate sacrifice I sure process direct pay find way back test tomorrow I class Do wonderful day ,normal
1511,Oops sorry Just check mind picking half eight station Would ,normal
1356,U convince possible hurting feeling main ,normal
2472,Final Chance Claim 150 worth discount vouchers today Text YES 85023 member offers mobile T Cs 3 00 Subs 16 ,spam
992,Up wan come come But din c stripes skirt ,normal
3859,Yep I like pink furniture tho ,normal
4023,Wat time wan today ,normal
1065,No mum went 2 dentist ,normal
5252,You studies alone without help If cant need study ,normal
352,TODAY Sorry day If ever angry ever misbehaved hurt JUST SLAP Its fault I basically GOOD ,normal
5461,got Then u wan 2 come wat ,normal
4287,Hey whats name bill book one language words ,normal
3108,I gonna last month I cashed I left gt case I collecting week cause announced blog ,normal
4527,HOW ARE U I HAVE MISSED U I BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO 2 COLLEGE SAD IT xx ,normal
2281,I almost reached Call unable connect u ,normal
2053,Oh I 10 den go 3 den rush 4 Okie u call ready ,normal
4735,Not possession especially first offense ,normal
535,Good afternoon love How goes day I hope maybe got leads job I think send passionate kiss across sea ,normal
5376,I want leave But barely stay sane fighting constantly helping ,normal
2059,He see shadow We get early spring ,normal
4759,I home Doc gave pain says everything fine ,normal
2918,Is car u picking ,normal
4410,Ya cant display internal subs gotta extract ,normal
5391,Watching film ah ,normal
5414,East coast ,normal
3296,numbers ending 5226 selected receive 350 award If match please call 08712300220 quoting claim code 1131 standard rates app ,spam
5527,Total disappointment I texted craziest shit got ,normal
3747,A bit Ur smile drop Ur tear sorrow part Ur heart life heart like mine care U ,normal
5286,I still pretty weak today Bad day ,normal
4692,favor convey birthday wishes forget Today birthday ,normal
1097,Don fret I buy ovulation test strips send You wont get til like march Can send postal address u alright Okay ,normal
3872,Happy sad one thing past Its GOOD MORNING ,normal
3242,accept one day Or begging change number ,normal
177,Turns friends staying whole show back til gt feel free go ahead smoke gt worth ,normal
1494,It everything weather Keep extra warm Its cold nothing serious lots vitamin c ,normal
4540,Hiya How last night I naughty bought clothes little Ready shopping tho What kind time wanna meet ,normal
4191,gt w jetton ave forgot ,normal
2968,Ma head dey swell oh Thanks making day ,normal
3615,Can please ask macho price range want something new used plus blackberry bold gt ,normal
3092,staff science nus teaching ,normal
1810,Now whats house And beer ,normal
1445,I marriage function ,normal
1814,HI ITS JESS I KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN AT HOME ALL EVE XXX ,normal
5363,I think mentor 100 percent sure ,normal
1669,Very hurting n meaningful lines ever I compromised everything love ,normal
4682,u take shopping u get paid D ,normal
3713,Oh get paid The outstanding one commercial Hasbro AUGUST They made us jump many hoops get paid Still ,normal
1565,The gt g saw days ago guy wants sell gt gt That blanked ,normal
4172,But said got wisdom teeth hidden inside n need 2 remove ,normal
2454,Left dessert U wan 2 go look 4 u ,normal
635,Me n funny ,normal
659,88800 89034 premium phone services call 08718711108 ,spam
377,Well lot things happening Lindsay New years sighs Some bars blue heron something going ,normal
744,Men like shorter ladies Gaze eyes ,normal
4015,In place get rooms cheap ,normal
2456,pa Normal ,normal
3234,Yes princess Toledo ,normal
1062,Not sure time tho sure get library class Will try See point Have good eve ,normal
2068,Its hard believe things like All say lie think twice saying anything ,normal
4230,U really pig sleep much My dad wake 10 2 eat lunch today ,normal
652,Wait know town I bet drugs ,normal
5177,Very strange watching 2nd one bed Sweet dreams miss u ,normal
2696,Nope going home go pump petrol Like going 2 rain soon ,normal
3037,You bothering trust answers ,normal
1805,God bless get good sleep dear pray ,normal
1312,I love u 2 babe R u sure everything Is idiot girlie ,normal
5081,HI BABE SHIT OUT VIA BEHIND SELFISH ,normal
1850,Then cant get laptop My card lei ,normal
831,Hi mate RV u nice message 3 say hello coz sent u 1 ages started driving stay roads ,normal
3933,How come go n tell Then u told ,normal
5323,Aah bless How arm ,normal
5064,But brother gt gt Pa ,normal
5053,Double Double 1 2 price Latest Orange Bluetooth mobiles Call latest offers 08000839402 ,spam
5003,There someone year gt like Mileage gt k clean need know much sell If raise dough soon landing sell back ,normal
4013,Sorry I text amp drive coherently see twenty ,normal
487,Dear reached railway What happen ,normal
4920,Its common How r u Wat r u How day So let ask u something different Did u smile today If ,normal
3471,I think I waiting bus Inform get ever get ,normal
2151,I surely forgot come always touch ,normal
5125,After work ah Den 6 plus U rite Den go orchard place go ,normal
3819,I got arrested possession I shit TIME gt pm ,normal
2975,I love u 2 little bell I sorry I love u ,normal
2958,grins Did I buzz ass Buzz chest Buzz cock Where keep phone Is vibrator Did feel shake ,normal
5215,I keep ten rs shelf buy two egg ,normal
337,Just sleeping surfing ,normal
2492,No drama enough family struggling hot sun strange place No reason ego going IF NOT INVITED actually necessity go wait serious ,normal
3704,Very good Its making money ,normal
4007,Forgot working today Wanna chat things drop text free bored etc ring Hope well nose essay xx ,normal
1685,Cramps stopped Going back sleep ,normal
3191,Is paper today e morn aft ,normal
5236,Your opinion 1 Over 2 3 4 Lovable 5 Silent 6 character 7 Not matured 8 Stylish 9 Simple reply ,normal
1627,You selected stay 1 250 top British hotels FOR NOTHING Holiday Worth 350 To Claim Call London 02072069400 Bx 526 ,spam
4366,I like dis sweater fr mango size already irritating ,normal
2391,PICK UR UP NOW U DUMB ,normal
1487,I told number ,normal
5133,Hmm Dunno bag 4 dat small Or jus anything except perfume dat keep ,normal
4942,Check mail mailed kept copy regarding membership take care ,normal
3156,shopping arrive ,normal
2187,Oh god I gonna Google nearby cliffs ,normal
4826,Yup giving problems jus leave ,normal
5020,sad puppy noise ,normal
3574,And one teach ship cars ,normal
5426,Oh yeah And diet flew window ,normal
4895,2 half years missed friendship ,normal
4382,No need lar go engin Cos sis arts today ,normal
3742,Nah Wednesday When I bring mini bag ,normal
3929,I gotta go home Cos b going shopping 4 present ,normal
1906,And stop old man You get build snowman snow angels snowball fights ,normal
1259,We sent JD Customer Service cum Accounts Executive mail id For details contact us ,normal
44,Great I hope like man well endowed I gt inches ,normal
4645,We tried contact reply offer Video Phone 750 anytime network Half Price Line Rental Camcorder Reply call 08000930705 ,spam
321,Hey Why go watch x men lunch ,normal
3536,It good wake words morning Love fuck I love Lion devouring kiss across sea ,normal
86,For real u getting yo I need 2 tickets one jacket I done I already used ,normal
473,Want 2 get laid tonight Want real Dogging locations sent direct 2 Mob Join UK largest Dogging Network MOAN ,spam
3360,You hate You call accept even single call mine Or even messaged ,normal
4220,note anyone calling mobile Co amp asks u type gt gt Do Disconnect call coz attempt terrorist make use sim card n n verified CNN ,normal
325,No calls messages missed calls ,normal
3188,gt Are going get ,normal
2012,Beautiful Truth Gravity Read carefully Our heart feels light someone But feels heavy someone leaves ,normal
3708,whats plan ,normal
4755,Don make life Always find time Laugh It may add years Life But surely adds life years dreams ,normal
4960,A bit Ur smile drop Ur tear sorrow part Ur heart life heart like mine care U ,normal
3146,Oh late Well good night give u call tomorrow going go sleep night night ,normal
4110,URGENT Your Mobile number awarded 2000 prize GUARANTEED Call 09061790125 landline Claim 3030 Valid ,spam
3103,That said bad dat e gals know u Wat u ,normal
576,I tired arguing week week Do want ,normal
5566,REMINDER FROM To get 2 50 pounds free call credit details great offers reply 2 text valid name house postcode ,spam
169,Yes completely form also utter waste ,normal
2947,Nope b going 2 sch quite early cos mys sis got paper morn ,normal
36,Oops I let know roommate done ,normal
4293,Kit Strip billed Ltd PO Box 1013 ,spam
5091,No I check rooms activities ,normal
3560,Text 89555 see cost 18 XXX ,spam
1198,Al moan n e thin goes wrong fault al de arguments r fault fed bother xx ,normal
3366,Hey Y reply pa ,normal
4869,Dip cell dead So coming U better respond else shall come back ,normal
1154,Did u find sitter I sick slept day yesterday ,normal
882,I love give massages I use lots baby oil What fave position ,normal
2919,4 time spent bin mint Ur Baby I want u ,normal
4388,K I ready gt ,normal
746,I promise take good care princess I run Please send pics get chance ,normal
4679,That cool night lemme know around ,normal
1551,In e jus U said thanks gift ,normal
2923,god gift birds humans natural gift god ,normal
2880,Printer cool I mean groovy Wine ,normal
3046,Not much though H M Friday cant wait Dunno wot hell gonna another 3 weeks Become slob oh wait already done ,normal
5184,I town jus take later ,normal
3022,You bad girl Or lady ,normal
3301,Stop calling everyone saying I might cancer My throat hurts talk I answering calls If I get one call I babysitting Monday ,normal
4959,I want gt rs ,normal
4209,No stupid always sending like believe message mental ,normal
5013,Hello I missing today I like send remind I thinking And loved loving kiss ,normal
28,I back amp packing car I let know room ,normal
1704,What Might somewhere rd Traffic moves So slip amp worry ,normal
1175,Horrible u eat macs eat u forgot already rite U take long 2 reply I toot b prepared Now wat shall eat ,normal
3759,We join gt bus ,normal
3913,Today ACCEPT DAY U Accept Brother Sister Lover No means enemy ,normal
3569,Customer Loyalty Offer The NEW Mobile ONLY 10 word START No 81151 get Now TC ,spam
1002,Yes really great bhaji told best cricketer world tough get ,normal
2266,Forwarded 88877 FREE entry 250 weekly comp send word ENTER 88877 NOW 18 T C com ,spam
4441,Dear denying words please ,normal
4094,I phone actually pretty reasonable hour I sleepy ,normal
2308,Pub Quiz Win 100 High Street prize u know new Duchess Cornwall first name 82277 STOP 1 50 008704050406 SP Arrow ,spam
3100,pa ,normal
1541,Do u FRIENDSHIP Bt GOODNIGHT amp HAVE A NICE SLEEP SWEET DREAMS ,normal
1394,R still meeting 4 dinner tonight ,normal
1460,Bt marriage program yet meow meow D ,normal
5491,U studying sch going home Anyway b going 2 sch later ,normal
4307,Ha ha popped loo hello ed Hello ,normal
1438,Arms fine Cardiff uni ,normal
3911,You important customer service announcement Call FREEPHONE 0800 542 0825 ,spam
2065,Cos daddy arranging time c wat time fetch ,normal
3407,Do want New Nokia phone With 300 free minutes mobile 100 free texts Free Camcorder reply call 08000930705 ,spam
5058,Free video camera phones Half Price line rental 12 500 cross 100 Call 08001950382 674 ,spam
4611,Sorry I gone mad many pending works ,normal
2653,Sorry thought calling lot times busy call noon ,normal
2035,Simply sitting watching match office ,normal
3581,You right Meanwhile project twins ,normal
3608,Joy father John Then John Joy father If u ans gt IQ IAS question try answer ,normal
1950,Oh I thought meant jane ,normal
2032,Yes small kid And boost secret energy ,normal
5299,Well good morning Hows ya treacle ,normal
3147,CHEERS U TEX U YEAH R WK SAT J KEEP OF ,normal
328,Cool text parked ,normal
2669,tried contact response offer new camcorder hit reply call 08000930705 delivery ,spam
4951,Welcome Select service added benefits You call specially trained advisors FREE mobile 402 ,spam
1142,Have good day Mine really busy much tomorrow night ,normal
3462,seeking lady street freak sheets Is ,normal
2248,like spoiled ,normal
2074,actually quite fast Cos slow wat ,normal
2282,Whom waited yesterday ,normal
3684,Wake gt morning ,normal
58,Tell reached ,normal
2965,Are good baby ,normal
1441,Ya going restaurant ,normal
4495,In case wake wondering I I forgot I take care something grandma today done parade ,normal
4466,She said u mind I go bedroom minute OK I sexy mood She came 5 cake n My Wife ,normal
3904,Do want new video handset 750 anytime network Half Price Line Rental Camcorder Reply call 08000930705 delivery tomorrow ,spam
4736,driving even many reasons called cold heard violence condition Any problem ,normal
5333,Neither voice studying All fine Not sure thing resolved tho Anyway Have fab hols ,normal
4883,For many things antibiotic used chest abdomen infections even bone infections ,normal
2535,Can send mail know relatives coming deliver All know costs risks benefits anything else Thanks ,normal
1098,NO GIFTS You trying get throw cliff something ,normal
1848,I want hear philosophy Just say happen ,normal
4940,make wedding chapel Why get good stuff ,normal
1424,Yes saw message ,normal
907,I give Plus said greet whenever speak ,normal
3417,LIFE never much fun great came You made truly special I forget enjoy one ,spam
3953,I probably eat today I think I gonna pop How weekend Did u miss ,normal
2000,But b going 2 sch mon My sis need 2 take ,normal
988,ah one say wan call tomorrow call 67441233 look ere got 22 65 61 66 382 tech park 1st days n ,normal
4662,No Yes please Been swimming ,normal
5179,Hi hope u r said would text u seen let gently please ,normal
5077,Do want New Nokia phone With 300 free minutes mobile 100 free texts Free Camcorder reply call 08000930705 ,spam
2894,Went dress shop ,normal
1604,God picked flower lovingly touched u gifted THIS FRIEND IS ,normal
2086,Dude like buff wind ,normal
251,Wen lovable angry u take seriously Coz angry childish n true way showing deep affection care n Have nice day ,normal
2613,Thanks sending mental ability question ,normal
5154,Like gt question ,normal
2831,Its normally hot mail Com see ,normal
3444,Brandy Rum Gin Beer Vodka Scotch Wine ,normal
1476,I watching w sis dis aft So u wan 2 meet 4 dinner nite ,normal
2162,1 Go write 2 Put Dictionary mode 3 Cover screen hand 4 Press gt 5 Gently remove Ur hand Its interesting ,normal
4491,Probably couple hours tops ,normal
4747,The beauty life next second hides thousands secrets I wish every second wonderful life ,normal
230,Get walk cross cut road Right side gt street road turn first right ,normal
5009,By way meet Mountains ,normal
174,Well gonna finish bath Have good fine night ,normal
4867,Watching cartoon listening music amp eve go temple amp church What u ,normal
1015,Dear regret pick call drove home left mobile car style happy ,normal
5399,And apparently quick ,normal
3714,I late call tomorrow morning take care sweet dreams u bye ,normal
114,sentence formal Anyway fine much n weight So special happened ,normal
2355,Hello love How went day Are alright I think sweet send jolt heart remind I LOVE YOU Can hear I screamed across sea world hear Ahmad al loved owned possessive passionate kiss ,normal
2067,Who say hi ,normal
2666,Was nice day impressively sensible went home early feel fine Or boring When remember ,normal
3916,Eh laptop got stock lei He say mon come take look c got ,normal
4356,HOWS U MY WAS ON CHARGE WEN U ME AD A NICE AS SURE U DID 2 C IN U ,normal
1174,You better told 5 girls either ,normal
3522,Try mate ,normal
4331,ALSO TELL HIM I SAID HAPPY BIRTHDAY ,normal
2021,I anybody number I still thought tactful way ask ,normal
4761,Me Have lovely night xxx ,normal
4749,If still maybe leave credit card I get gas I get back like told ,normal
1352,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose world Sent via COM ,normal
4668,When I born GOD said Oh No Another IDIOT When born ,normal
1964,Honeybee Said I Sweetest World God Laughed amp Said Wait U Met Person Reading This MORAL Even GOD Can Crack Jokes GM GE ,normal
2688,Yes I know cheesy songs frosty snowman ,normal
384,Double 4 FREE Bluetooth Orange Available Sony Nokia Motorola phones Call 08000839402 ,spam
1696,Sorry man stash ran dry last night I pick ,normal
2698,FROM 88066 LOST 12 HELP ,spam
3369,Most let hug break tears ,normal
4349,Yes Rent expensive way save ,normal
5472,Well obviously people cool college life went home ,normal
3286,The gas station like block away house drive right since ends take ,normal
5455,Wishing beautiful day Each moment revealing even things keep smiling Do enjoy ,normal
3612,Depends individual e hair dresser say pretty parents say look gong U I also dunno wat collecting ,normal
675,I pa drink milk ,normal
5309,Jolly good By way give u tickets sat eve 7 30 Speak x ,normal
2986,I I see see Maybe reboot I seen buzz ,normal
3780,Dear friends sorry late information Today birthday loving Ar details log face book see Its number gt miss delicious treat ,normal
3310,HI HOW WAS WORK DID U GET INTO TROUBLE TALKED TO YOUR MUM ALL MORNING I HAD A REALLY GOOD TIME LAST NIGHT OUT SOON BUT CALL ME IF U CAN ,normal
4503,She told hr want posting working ,normal
158,Customer service You New Years delivery waiting Please call 07046744435 arrange delivery ,spam
3500,says gt year old man money I last gt Still waiting check ,normal
4163,Its called mom instead fun ,normal
4632,Oh wow gay Will firmware update help ,normal
613,TODAY IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON C ,normal
3894,Yes Last practice ,normal
5113,U definitely need module e humanities dis sem U wan 2 take modules 1st ,normal
2961,NONE NOWHERE ,normal
2372,Watching Y funny bluff 4 wat impossible us ,normal
5359,This face test 1 2 3 4 5 6 7 8 9 gt select number tell face astrology waiting quick reply ,normal
3281,Hey around I got enough half ten I owe ,normal
5269,If prize go another customer T C c biz 18 min Polo Ltd Suite 373 London Please call back busy ,spam
1058,Tell female V throwing We deciding get ,normal
3475,I probably come everybody done around gt right ,normal
2071,Good night dear amp Take care ,normal
4131,Hi baby got back work wanting see u I hope piss u phone today If u give call xxx ,normal
3926,I really need remember eat I drinking I appreciate keeping company night babe smiles ,normal
1632,Hello little party animal I thought I buzz friends grins Reminding loved send naughty adoring kiss ,normal
77,I like peoples much shy pa ,normal
3421,1 month unlimited free calls Activate CALL No 68866 wk unlimited calls Help 08448714184 Stop stop ,spam
396,Was actually sleeping still might u call back So text You rock sis Will send u text wen wake ,normal
122,numbers ending 7548 selected receive 350 award If match please call 08712300220 quoting claim code 4041 standard rates app ,spam
5066,83039 62735 450 UK Break terms conditions apply 2 claim claim number 15541 ,spam
5181,K sure relatives home de ,normal
1746,I know account details ask mom send mom reach ,normal
5087,Good morning suffering fever able come office today ,normal
3553,eyes philosophy ,normal
4004,ow u dey paid 60 told u would call ,normal
979,Another month I need chocolate weed alcohol ,normal
1614,Me dey laugh Meanwhile darling ,normal
4753,Or u wan go look 4 u ,normal
3085,I wish I Holding tightly Making see important How much mean How much I need In life ,normal
4567,hiya hows going sunny hope u r good time give big old silver back big kiss ,normal
257,Where lover I need ,normal
747,U subscribed best Mobile Content Service UK 3 per 10 days send STOP 82324 Helpline 08706091795 ,spam
4715,Hey What happened U switch cell whole day This good Now u care give call tomorrow ,normal
1387,Hope head hurt 2 much Am way pile ironing Staying tonight come round like ,normal
5256,Well big surprise ,normal
3305,HI I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME TEXT BACK ON THIS NUMBER KATE XXX ,normal
5484,picking various points going 2 motor project 4 3 hours u take home 12 2 5 30 max Very easy ,normal
771,U drunkard Just hair moment Yeah still 4 tonight plan ,normal
3453,I file bag work called tell find anything room ,normal
3387,Same 2nd test ,normal
2922,Fine simply sitting ,normal
285,K I might come tonight class lets early ,normal
1317,Win newest Potter Order Phoenix Book 5 reply HARRY answer 5 questions chance first among readers ,spam
4807,What Left phone home saw messages Hope good Have great weekend ,normal
5073,I want sent gt today Sorry hurts ,normal
5504,Wait I gt min ,normal
2734,Can mag meeting avo point ,normal
4760,It 140 rest 180 least Which price 4 2 900 ,normal
4881,As usual u call 10 ,normal
4862,Bored housewives Chat n date 0871750 77 11 BT national rate min landlines ,spam
2125,Sorry getting feel really bad totally rejected kinda thing ,normal
3278,Solve Case A Man Was Found Murdered On DECIMAL gt gt 1 His wife called Police 2 Police questioned everyone 3 Wife Sir I sleeping murder took place 4 Cook I cooking 5 Gardener I picking vegetables 6 House Maid I went 2 post office 7 Children We went 2 play 8 We went 2 marriage Police arrested murderer Immediately Who It Reply With Reason If U r Brilliant ,normal
4001,Did get gift This year get anything So bad ,normal
4330,Nope come online ,normal
507,You know So Are bringing money I school fees pay rent stuff like need help A friend need ,normal
4400,Many times lose best ones ,normal
3316,No worries hope photo shoot went well spiffing fun ,normal
3231,Guess wants alone time We could show watch ,normal
4140,Beautiful truth Expression face could Be seen everyone But depression heart Could understood By Loved ones ,normal
3095,We walked moms Right pass right left victors hill Address gt ,normal
3202,Yup hopefully lose kg mon hip hop go orchard weigh ,normal
342,Where u hiding stranger ,normal
2038,Hey going lo lesson gym ,normal
526,Today Offer Claim 150 worth discount vouchers Text YES 85023 member offers mobile T Cs 08717898035 3 00 Sub 16 reply X ,spam
3404,Jus ,normal
5382,I make squeezed gt bucks dad ,normal
627,Yup r e teacher said make face look longer Darren ask 2 cut short ,normal
4952,I lost 4 pounds since doc visit last week Now I gonna celebrate stuffing face ,normal
3373,Also ice etc etc ,normal
5164,Congrats 2 mobile Videophones R call 09063458130 mates play java games music ,spam
4311,I keep ten rs shelf buy two egg ,normal
406,All well slightly disastrous class pm darlings Hope day Coffee good stay late tomorrow Same time place always ,normal
3476,I got new year cos said wanted surprise see money returned mid gt day return period ended ,normal
3603,Hey morning come ask pa ,normal
1982,Hey late Need drink tea coffee ,normal
2983,He said right giggle saw u You would possibly first think much could ,normal
4038,I cant pick phone right send message ,normal
288,My life Means lot Not I love life But I love people life The world calls friends I call World Ge ,normal
4420,Still west coast take forever come back ,normal
3774,Hi You spoke V We like know satisfied experience Reply Toll Free Yes No ,normal
1044,We know someone know fancies Call 09058097218 find 6 ,spam
4433,Sounds great going sleep Have good night ,normal
651,I gonna say Sorry I would normal starting panic time Sorry Are seeing Tuesday ,normal
364,Good afternoon sunshine How dawns day Are refreshed happy alive Do breathe air smile I think love As always ,normal
4147,Please call Amanda regard renewing upgrading current T Mobile handset free charge Offer ends today Tel 0845 021 3680 subject T C ,spam
1996,boo I hoping laugh ,normal
3452,Nowadays people opportunity Have ever opted books It think atrocious Ur Opinion ,normal
1093,Well weather great But complexities great You need car move freely taxes outrageous But great place The sad part missing home ,normal
1410,speak customer ,normal
1871,know supports ass I think play ,normal
5507,I want inside every night ,normal
5407,Yup tat Then tot group mate cos meeting today I leaving earlier wat cos walk v far ,normal
5194,Take time n enjoy dinner ,normal
138,You chat For FREE Hardcore services text GO 69988 If u get nothing u must Age Verify yr network try ,spam
4401,Good FRIENDS Other Friends Other TRUE Friends forever beyond words beyond time ,normal
5057,Your internet really bad today eh ,normal
4460,Thanks reply today When visa coming And r u still buying bags My sister things easy uncle john also bills really need think make money Later ,normal
4139,Leave lar wan carry meh heavy Is 98321561 familiar ,normal
2738,I sent prices mean gt g ,normal
206,As I entered cabin PA said Happy B day Boss I felt special She 4 lunch After lunch invited apartment We went ,normal
268,The I download flash Jealous ,normal
781,I thought said 2 hours slave 3 You late How I punish ,normal
2011,Do whatever want You know rules We talk earlier week start happening showing responsibility Yet every week bend rule way What way Do whatever I tired argument every week And gt movie previews You still getting 1 ,normal
1688,Nan Why boss ,normal
5340,Are u awake Is snow ,normal
3659,I reach home gt minutes ,normal
936,Since side fever ,normal
810,S nervous gt ,normal
3038,Wishing family Merry X mas HAPPY NEW Year advance ,normal
1656,Yes I posted couple pics There still snow outside I waking ,normal
5047,Yeah basically time next week get away mom amp get 3 ,normal
4583,please Last thing I need stress For life fair ,normal
562,I love much I barely stand ,normal
3015,gt fast approaching So Wish u Happy New Year Happy Happy republic day Happy Valentines Day Happy Happy Happy Fools day Happy May Day Happy Independence Day Happy Friendship Mother Father Teachers Day amp HAPPY BIRTHDAY 4 U Happy festival Happy Happy Diwali Happy Christmas gt Good Mornings Afternoons Evenings Nights AM first WISHING U ALL THESE Raj ,normal
3740,2 2 ,spam
1074,ill get couple minutes ,normal
4636,Oh ho Is first time u use type words ,normal
4890,Its worse uses half way stops Its better complete ,normal
2377,YES The place town meet exciting adult singles UK CHAT 86688 ,spam
2834,Ya well fine full pimples even become quite black rite cold wearing ,normal
402,The hair cream shipped ,normal
4617,I going wear sport shoes anyway I going late ,normal
4690,Surly ill give coming review ,normal
3244,Its anybody asks u tel P ,normal
1189,In case I guess I see campus lodge ,normal
4741,Ya nice ready ,normal
1820,I probably tomorrow even later tonight something going ,normal
488,Depends quality If want type sent faded glory 6 If want maybe 2 ,normal
4367,1 I number 2 gonna massive pain ass rather get involved possible ,normal
4200,Wylie update weed dealer went freedom class ,normal
1635,You come life brought sun Shiny warming heart Putting constant smile face Making feel loved cared ,normal
2087,alright babe ,normal
139,Got c I lazy type I forgot lect I saw pouch like v nice ,normal
650,cool Sometimes slow gentle rough hard ,normal
2964,Not yet ya manege day full weak black ,normal
4310,It happens r wat want She come ill get medical insurance And able deliver basic care I currently shopping right medical insurance So give til morning see major person guide right insurance ,normal
4222,Stupid auto correct phone ,normal
4320,K says gonna around I around gt ,normal
1539,You sure I trying make smoke I want smoke told I smoke much ,normal
577,wait 4 sch finish 5 ,normal
538,Many many happy returns day dear sweet heart HAPPY BIRTHDAY dear ,normal
2422,A I miss first bowl ,normal
3355,problem get taxi C tomorrow On think r going cinema ,normal
2712,Hey still want go Coz end cine go bathe steam bath ,normal
2879,Last Chance Claim 150 worth discount vouchers today Text SHOP 85023 offers mobile T Cs 3 00 Sub 16 ,spam
